dagi_id,kode,navn,ændret,geo_ændret,geo_version,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,visueltcenter_x,visueltcenter_y
397070,9166,Skanderborg,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,6,9.83127323,56.01441407,9.9895311,56.08093462,9.90762375,56.03470644
399239,9167,Ørnhøj,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,8.46931443,56.14417266,8.62626038,56.24332123,8.52859728,56.21366265
403326,9168,Iglsø,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,7,9.02638152,56.459503,9.11482796,56.4945808,9.0850594,56.48363831
403328,9169,Simeon-Sankt Johannes,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,12.54866641,55.68678983,12.57723465,55.70665165,12.55995539,55.69285768
403327,9170,Ørre-Sinding,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,5,8.79755216,56.17975355,8.93934013,56.28412684,8.88573103,56.24292388
412363,9171,Ebeltoft-Dråby-Handrup,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,10.5726593,56.12949703,10.81733243,56.2621475,10.70361116,56.2312352
11046,9172,Hvide Sande,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,5,8.1079898,55.98735787,8.14440031,56.01332303,8.11613398,56.00862234
412364,9173,Falslev-Vindblæs,2023-06-23T21:06:37.280Z,2023-06-23T21:06:37.280Z,6,10.03942954,56.64546137,10.19786407,56.71355487,10.12898725,56.67736562
107334,9174,Vor Frue,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,12.55517709,55.6729935,12.57584239,55.69207347,12.5637073,55.67919237
107295,9175,Davids,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,12.57731001,55.70471668,12.58484528,55.70982009,12.5804177,55.70786942
412763,9176,Hjembæk-Svinninge,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,11.37161987,55.66189683,11.48940162,55.74142444,11.43994195,55.71786009
412764,9177,Butterup-Tuse,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,6,11.56491883,55.6723481,11.67472709,55.72932591,11.61891784,55.70664792
1239,9178,Tønder,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,8.83181873,54.91575551,8.9597116,54.9803866,8.86975798,54.9405252
412762,9179,Skamstrup-Frydendal,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,3,11.42663005,55.57441648,11.5562782,55.66031218,11.47981555,55.63174583
55090,9180,Kollerup-Fjerritslev,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,9.20015963,57.07328241,9.34480664,57.1451305,9.27533037,57.1123076
412760,9181,Frederiksberg,2023-04-27T21:03:45.930Z,2023-04-27T21:03:45.930Z,8,12.50472764,55.66575475,12.55045771,55.67923281,12.52835538,55.67268257
412761,9182,Bellahøj-Utterslev,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,5,12.48561624,55.6964017,12.52746455,55.7245211,12.5127892,55.70500747
284208,9183,Samsø,2018-04-30T15:23:13.528Z,2016-08-09T20:25:19.758Z,2,10.51206998,55.76203722,10.79650888,56.0028711,10.58611812,55.80308366
49612,9184,Arden,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,9.83728001,56.73972355,9.91396306,56.80358772,9.87680321,56.7851237
412759,9185,Vesterbro,2024-01-29T22:05:34.069Z,2024-01-29T22:05:34.069Z,10,12.52721263,55.64972527,12.5737033,55.67572823,12.54751361,55.66494963
294932,9186,Frederiksværk-Vinderød,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,2,11.9947528,55.95838506,12.06826668,56.02700481,12.027848,55.98514284
294581,9187,Romdrup-Klarup,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,4,10.01235963,56.98834521,10.09560329,57.04559238,10.05700639,57.02455669
308800,9188,Hvejsel,2023-03-24T22:28:38.837Z,2023-03-24T22:28:38.837Z,7,9.38376924,55.79115636,9.51048186,55.84736802,9.41838261,55.81949142
373686,9189,Stigs Bjergby-Mørkøv,2024-09-16T21:03:44.637Z,2024-09-16T21:03:44.637Z,3,11.43769702,55.64674404,11.57585951,55.69670286,11.5026494,55.67469155
374651,9190,Valby Søndre,2026-01-16T22:05:30.396Z,2026-01-16T22:05:30.396Z,11,12.48531368,55.6398663,12.53650256,55.66427262,12.51488896,55.65597115
373922,9191,Vive-Hadsund,2023-05-04T21:02:51.429Z,2023-05-04T21:02:51.429Z,4,9.98824558,56.69063328,10.14879287,56.74618661,10.07424132,56.72097209
